subscriber_id,first_name,last_name,email,signup_date,signup_source,country,gender,age_group,status
SUB0593,First593,Last593,user593@email.com,2024-05-19,Social Media,United States,Female,35-44,Active
SUB0594,First594,Last594,user594@email.com,2023-09-25,Referral,United States,Female,25-34,Active
SUB0595,First595,Last595,user595@email.com,2024-04-17,Website Popup,United States,Female,25-34,Active
SUB0596,First596,Last596,user596@email.com,2023-12-03,Social Media,Canada,Female,18-24,Active
SUB0597,First597,Last597,user597@email.com,2024-06-18,Checkout,United Kingdom,Female,35-44,Unsubscribed
SUB0598,First598,Last598,user598@email.com,2024-05-08,Website Popup,United States,Female,25-34,Active
SUB0599,First599,Last599,user599@email.com,2023-10-15,Checkout,United States,Female,55+,Active
SUB0600,First600,Last600,user600@email.com,2024-03-31,Referral,Australia,Male,18-24,Active
SUB0601,First601,Last601,user601@email.com,2023-11-25,Website Popup,United Kingdom,Male,18-24,Active
SUB0602,First602,Last602,user602@email.com,2024-01-14,Checkout,United States,Male,35-44,Active
SUB0603,First603,Last603,user603@email.com,2024-02-16,Website Popup,United Kingdom,Female,45-54,Active
SUB0604,First604,Last604,user604@email.com,2023-09-04,Checkout,United Kingdom,Female,25-34,Bounced
SUB0605,First605,Last605,user605@email.com,2024-06-28,Blog,United States,Male,35-44,Active
SUB0606,First606,Last606,user606@email.com,2023-07-03,Checkout,United States,Female,25-34,Unsubscribed
SUB0607,First607,Last607,user607@email.com,2023-12-23,Website Popup,Canada,Male,25-34,Active
SUB0608,First608,Last608,user608@email.com,2024-05-26,Referral,United States,Female,55+,Active
SUB0609,First609,Last609,user609@email.com,2024-03-29,Social Media,United States,Female,55+,Unsubscribed
SUB0610,First610,Last610,user610@email.com,2023-12-27,Website Popup,United States,Female,25-34,Active
SUB0611,First611,Last611,user611@email.com,2023-12-18,Social Media,United States,Male,35-44,Active
SUB0612,First612,Last612,user612@email.com,2023-07-09,Website Popup,United Kingdom,Female,18-24,Active
SUB0613,First613,Last613,user613@email.com,2023-10-10,Referral,United States,Male,35-44,Active
SUB0614,First614,Last614,user614@email.com,2023-08-29,Checkout,United Kingdom,Male,18-24,Active
SUB0615,First615,Last615,user615@email.com,2023-10-17,Checkout,Canada,Male,45-54,Active
SUB0616,First616,Last616,user616@email.com,2024-02-26,Checkout,United States,Male,35-44,Unsubscribed
SUB0617,First617,Last617,user617@email.com,2023-12-17,Website Popup,Canada,Female,35-44,Active
SUB0618,First618,Last618,user618@email.com,2024-01-14,Social Media,Australia,Male,35-44,Unsubscribed
SUB0619,First619,Last619,user619@email.com,2024-06-20,Blog,Canada,Female,18-24,Active
SUB0620,First620,Last620,user620@email.com,2024-02-16,Checkout,United Kingdom,Male,18-24,Active
SUB0621,First621,Last621,user621@email.com,2023-11-10,Blog,Australia,Male,18-24,Active
SUB0622,First622,Last622,user622@email.com,2023-09-23,Website Popup,United States,Female,18-24,Active
SUB0623,First623,Last623,user623@email.com,2024-02-13,Checkout,Canada,Male,25-34,Active
SUB0624,First624,Last624,user624@email.com,2024-02-16,Checkout,United States,Male,35-44,Active
SUB0625,First625,Last625,user625@email.com,2023-12-07,Social Media,United States,Female,25-34,Active
SUB0626,First626,Last626,user626@email.com,2023-07-07,Referral,United Kingdom,Male,35-44,Active
SUB0627,First627,Last627,user627@email.com,2024-04-18,Social Media,Canada,Female,35-44,Bounced
SUB0628,First628,Last628,user628@email.com,2023-10-01,Checkout,United States,Female,25-34,Active
SUB0629,First629,Last629,user629@email.com,2023-09-10,Website Popup,Australia,Male,18-24,Active
SUB0630,First630,Last630,user630@email.com,2023-08-17,Referral,United States,Male,18-24,Active
SUB0631,First631,Last631,user631@email.com,2024-03-28,Website Popup,United States,Male,25-34,Active
SUB0632,First632,Last632,user632@email.com,2023-09-13,Referral,United States,Female,55+,Active
SUB0633,First633,Last633,user633@email.com,2024-04-01,Website Popup,United States,Female,25-34,Active
SUB0634,First634,Last634,user634@email.com,2023-10-15,Website Popup,United Kingdom,Male,55+,Active
SUB0635,First635,Last635,user635@email.com,2024-05-17,Website Popup,United States,Male,25-34,Active
SUB0636,First636,Last636,user636@email.com,2024-01-27,Website Popup,United States,Female,35-44,Active
SUB0637,First637,Last637,user637@email.com,2023-09-30,Website Popup,Canada,Male,35-44,Active
SUB0638,First638,Last638,user638@email.com,2024-04-13,Checkout,United States,Male,45-54,Active
SUB0639,First639,Last639,user639@email.com,2024-04-06,Website Popup,Australia,Male,35-44,Unsubscribed
SUB0640,First640,Last640,user640@email.com,2024-04-11,Website Popup,United States,Female,35-44,Active
SUB0641,First641,Last641,user641@email.com,2024-04-22,Checkout,United Kingdom,Female,35-44,Active
SUB0642,First642,Last642,user642@email.com,2023-11-13,Checkout,Canada,Male,35-44,Active
SUB0643,First643,Last643,user643@email.com,2024-01-15,Social Media,United States,Female,25-34,Active
SUB0644,First644,Last644,user644@email.com,2024-04-02,Website Popup,Canada,Male,18-24,Bounced
SUB0645,First645,Last645,user645@email.com,2023-11-01,Social Media,United States,Female,35-44,Active
SUB0646,First646,Last646,user646@email.com,2023-07-03,Social Media,United States,Male,25-34,Active
SUB0647,First647,Last647,user647@email.com,2023-12-24,Website Popup,Canada,Female,45-54,Active
SUB0648,First648,Last648,user648@email.com,2024-01-27,Checkout,United States,Female,55+,Active
SUB0649,First649,Last649,user649@email.com,2023-10-02,Social Media,United States,Male,18-24,Active
SUB0650,First650,Last650,user650@email.com,2024-02-26,Website Popup,United States,Female,35-44,Active
SUB0651,First651,Last651,user651@email.com,2024-06-08,Checkout,United States,Male,35-44,Active
SUB0652,First652,Last652,user652@email.com,2023-10-22,Checkout,United States,Female,18-24,Active
SUB0653,First653,Last653,user653@email.com,2023-10-23,Checkout,United States,Male,35-44,Active
SUB0654,First654,Last654,user654@email.com,2023-12-02,Social Media,United States,Male,35-44,Active
SUB0655,First655,Last655,user655@email.com,2024-04-02,Website Popup,Canada,Male,25-34,Active
SUB0656,First656,Last656,user656@email.com,2023-12-26,Website Popup,United Kingdom,Male,55+,Bounced
SUB0657,First657,Last657,user657@email.com,2024-04-24,Checkout,United States,Male,35-44,Active
SUB0658,First658,Last658,user658@email.com,2024-05-03,Website Popup,Australia,Female,55+,Active
SUB0659,First659,Last659,user659@email.com,2023-08-21,Website Popup,Australia,Female,45-54,Active
SUB0660,First660,Last660,user660@email.com,2024-01-04,Website Popup,United Kingdom,Male,25-34,Active
SUB0661,First661,Last661,user661@email.com,2024-06-17,Referral,United States,Female,25-34,Active
SUB0662,First662,Last662,user662@email.com,2023-12-12,Website Popup,United Kingdom,Male,45-54,Active
SUB0663,First663,Last663,user663@email.com,2024-01-07,Blog,Canada,Female,18-24,Active
SUB0664,First664,Last664,user664@email.com,2024-01-03,Website Popup,Australia,Male,55+,Active
SUB0665,First665,Last665,user665@email.com,2023-12-11,Website Popup,United Kingdom,Male,25-34,Active
SUB0666,First666,Last666,user666@email.com,2024-03-25,Referral,United Kingdom,Female,35-44,Unsubscribed
SUB0667,First667,Last667,user667@email.com,2024-05-09,Checkout,United States,Male,25-34,Unsubscribed
SUB0668,First668,Last668,user668@email.com,2024-01-21,Checkout,Australia,Male,25-34,Active
SUB0669,First669,Last669,user669@email.com,2023-10-01,Website Popup,United Kingdom,Male,35-44,Active
SUB0670,First670,Last670,user670@email.com,2024-05-17,Checkout,United States,Male,18-24,Active
SUB0671,First671,Last671,user671@email.com,2024-06-22,Social Media,United Kingdom,Male,18-24,Active
SUB0672,First672,Last672,user672@email.com,2024-04-14,Checkout,United States,Female,18-24,Active
SUB0673,First673,Last673,user673@email.com,2023-12-18,Social Media,Canada,Female,45-54,Active
SUB0674,First674,Last674,user674@email.com,2023-12-24,Social Media,United Kingdom,Male,25-34,Unsubscribed
SUB0675,First675,Last675,user675@email.com,2023-09-05,Website Popup,Canada,Female,35-44,Active
SUB0676,First676,Last676,user676@email.com,2024-03-22,Website Popup,United States,Female,18-24,Unsubscribed
SUB0677,First677,Last677,user677@email.com,2024-04-08,Social Media,United States,Female,25-34,Active
SUB0678,First678,Last678,user678@email.com,2023-11-10,Referral,United States,Female,35-44,Active
SUB0679,First679,Last679,user679@email.com,2023-08-12,Checkout,United States,Male,18-24,Active
SUB0680,First680,Last680,user680@email.com,2023-08-18,Referral,Canada,Male,25-34,Active
SUB0681,First681,Last681,user681@email.com,2023-12-02,Website Popup,Canada,Male,25-34,Active
SUB0682,First682,Last682,user682@email.com,2023-12-24,Checkout,United Kingdom,Female,45-54,Active
SUB0683,First683,Last683,user683@email.com,2023-11-07,Social Media,United States,Female,25-34,Active
SUB0684,First684,Last684,user684@email.com,2023-10-31,Checkout,United States,Male,55+,Active
SUB0685,First685,Last685,user685@email.com,2023-12-07,Website Popup,United States,Male,45-54,Active
SUB0686,First686,Last686,user686@email.com,2023-11-27,Website Popup,United States,Female,25-34,Active
SUB0687,First687,Last687,user687@email.com,2024-06-07,Social Media,United States,Female,18-24,Active
SUB0688,First688,Last688,user688@email.com,2024-03-19,Checkout,United States,Female,35-44,Active
SUB0689,First689,Last689,user689@email.com,2024-01-29,Website Popup,United States,Male,25-34,Active
SUB0690,First690,Last690,user690@email.com,2024-05-02,Social Media,United States,Male,25-34,Active
SUB0691,First691,Last691,user691@email.com,2023-07-20,Website Popup,United States,Female,35-44,Active
SUB0692,First692,Last692,user692@email.com,2024-01-31,Checkout,Canada,Male,25-34,Active
SUB0693,First693,Last693,user693@email.com,2024-02-08,Checkout,United Kingdom,Male,35-44,Active
SUB0694,First694,Last694,user694@email.com,2023-09-18,Website Popup,United States,Female,18-24,Active
SUB0695,First695,Last695,user695@email.com,2024-05-15,Website Popup,Canada,Female,25-34,Bounced
SUB0696,First696,Last696,user696@email.com,2023-08-03,Checkout,United States,Male,45-54,Active
SUB0697,First697,Last697,user697@email.com,2023-09-10,Social Media,United Kingdom,Male,35-44,Active
SUB0698,First698,Last698,user698@email.com,2024-01-03,Checkout,Canada,Female,35-44,Active
SUB0699,First699,Last699,user699@email.com,2023-09-17,Referral,Canada,Male,25-34,Active
SUB0700,First700,Last700,user700@email.com,2024-01-04,Checkout,Canada,Male,18-24,Active
SUB0701,First701,Last701,user701@email.com,2024-04-17,Social Media,Canada,Male,25-34,Active
SUB0702,First702,Last702,user702@email.com,2023-09-14,Website Popup,United States,Male,18-24,Active
SUB0703,First703,Last703,user703@email.com,2023-09-01,Referral,United States,Male,25-34,Active
SUB0704,First704,Last704,user704@email.com,2023-08-21,Referral,United States,Female,25-34,Active
SUB0705,First705,Last705,user705@email.com,2024-05-20,Checkout,United States,Female,25-34,Active
SUB0706,First706,Last706,user706@email.com,2023-11-29,Blog,United Kingdom,Female,35-44,Active
SUB0707,First707,Last707,user707@email.com,2023-11-16,Checkout,United States,Female,35-44,Active
SUB0708,First708,Last708,user708@email.com,2023-12-12,Website Popup,United States,Female,25-34,Active
SUB0709,First709,Last709,user709@email.com,2023-10-17,Checkout,United Kingdom,Male,25-34,Active
SUB0710,First710,Last710,user710@email.com,2023-07-13,Website Popup,Australia,Female,35-44,Active
SUB0711,First711,Last711,user711@email.com,2023-12-12,Website Popup,Australia,Male,25-34,Active
SUB0712,First712,Last712,user712@email.com,2024-04-19,Website Popup,United Kingdom,Male,18-24,Unsubscribed
SUB0713,First713,Last713,user713@email.com,2024-01-19,Blog,United States,Male,25-34,Active
SUB0714,First714,Last714,user714@email.com,2024-03-20,Website Popup,United States,Male,35-44,Active
SUB0715,First715,Last715,user715@email.com,2023-07-09,Checkout,United States,Female,35-44,Active
SUB0716,First716,Last716,user716@email.com,2024-06-19,Checkout,United States,Male,45-54,Active
SUB0717,First717,Last717,user717@email.com,2023-07-11,Website Popup,United States,Female,55+,Active
SUB0718,First718,Last718,user718@email.com,2023-11-11,Social Media,United States,Male,18-24,Active
SUB0719,First719,Last719,user719@email.com,2023-12-16,Checkout,United States,Female,18-24,Active
SUB0720,First720,Last720,user720@email.com,2023-12-20,Checkout,Canada,Female,45-54,Active
SUB0721,First721,Last721,user721@email.com,2023-12-14,Checkout,United Kingdom,Male,25-34,Unsubscribed
SUB0722,First722,Last722,user722@email.com,2024-04-01,Checkout,United States,Female,45-54,Unsubscribed
SUB0723,First723,Last723,user723@email.com,2023-07-20,Website Popup,United Kingdom,Male,18-24,Active
SUB0724,First724,Last724,user724@email.com,2024-02-11,Checkout,Canada,Male,45-54,Active
SUB0725,First725,Last725,user725@email.com,2024-05-19,Website Popup,Canada,Male,25-34,Active
SUB0726,First726,Last726,user726@email.com,2023-10-24,Website Popup,United Kingdom,Female,18-24,Unsubscribed
SUB0727,First727,Last727,user727@email.com,2024-02-21,Social Media,United Kingdom,Female,18-24,Bounced
SUB0728,First728,Last728,user728@email.com,2024-05-30,Website Popup,United Kingdom,Male,25-34,Active
SUB0729,First729,Last729,user729@email.com,2024-01-18,Checkout,United Kingdom,Male,18-24,Unsubscribed
SUB0730,First730,Last730,user730@email.com,2024-06-16,Checkout,United States,Female,18-24,Active
SUB0731,First731,Last731,user731@email.com,2023-10-15,Website Popup,Canada,Male,25-34,Active
SUB0732,First732,Last732,user732@email.com,2024-05-07,Social Media,United States,Female,25-34,Active
SUB0733,First733,Last733,user733@email.com,2024-04-06,Social Media,Canada,Male,25-34,Active
SUB0734,First734,Last734,user734@email.com,2024-06-09,Referral,United Kingdom,Female,18-24,Unsubscribed
SUB0735,First735,Last735,user735@email.com,2024-02-28,Social Media,United States,Male,25-34,Active
SUB0736,First736,Last736,user736@email.com,2023-11-26,Social Media,United Kingdom,Male,25-34,Active
SUB0737,First737,Last737,user737@email.com,2023-08-26,Referral,United Kingdom,Female,25-34,Active
SUB0738,First738,Last738,user738@email.com,2023-10-29,Checkout,Canada,Female,45-54,Active
SUB0739,First739,Last739,user739@email.com,2024-04-25,Social Media,United Kingdom,Male,25-34,Unsubscribed
SUB0740,First740,Last740,user740@email.com,2023-07-26,Website Popup,United States,Female,45-54,Active
SUB0741,First741,Last741,user741@email.com,2023-07-23,Checkout,United States,Male,45-54,Active
SUB0742,First742,Last742,user742@email.com,2024-02-17,Website Popup,Canada,Female,25-34,Active
SUB0743,First743,Last743,user743@email.com,2023-10-21,Social Media,Canada,Male,55+,Active
SUB0744,First744,Last744,user744@email.com,2023-08-11,Website Popup,United States,Male,25-34,Unsubscribed
SUB0745,First745,Last745,user745@email.com,2024-01-15,Social Media,United States,Female,25-34,Active
SUB0746,First746,Last746,user746@email.com,2023-09-29,Website Popup,United Kingdom,Female,25-34,Active
SUB0747,First747,Last747,user747@email.com,2023-07-02,Social Media,United States,Female,25-34,Active
SUB0748,First748,Last748,user748@email.com,2023-09-06,Referral,United States,Female,45-54,Unsubscribed
SUB0749,First749,Last749,user749@email.com,2023-10-25,Social Media,United Kingdom,Male,18-24,Active
SUB0750,First750,Last750,user750@email.com,2023-07-10,Checkout,United States,Male,35-44,Active
SUB0751,First751,Last751,user751@email.com,2023-12-23,Checkout,United States,Male,18-24,Active
SUB0752,First752,Last752,user752@email.com,2024-03-29,Website Popup,United Kingdom,Female,55+,Active
SUB0753,First753,Last753,user753@email.com,2023-12-27,Website Popup,Australia,Male,25-34,Unsubscribed
SUB0754,First754,Last754,user754@email.com,2024-01-03,Social Media,United States,Male,35-44,Unsubscribed
SUB0755,First755,Last755,user755@email.com,2024-05-01,Checkout,Canada,Male,25-34,Active
SUB0756,First756,Last756,user756@email.com,2023-07-11,Website Popup,United Kingdom,Male,35-44,Active
SUB0757,First757,Last757,user757@email.com,2023-11-17,Social Media,Australia,Male,18-24,Bounced
SUB0758,First758,Last758,user758@email.com,2023-11-01,Social Media,United Kingdom,Female,25-34,Active
SUB0759,First759,Last759,user759@email.com,2024-01-29,Social Media,United Kingdom,Female,35-44,Unsubscribed
SUB0760,First760,Last760,user760@email.com,2024-01-14,Checkout,United Kingdom,Male,45-54,Active
SUB0761,First761,Last761,user761@email.com,2024-04-07,Website Popup,Australia,Male,18-24,Active
SUB0762,First762,Last762,user762@email.com,2024-03-12,Website Popup,Canada,Female,18-24,Active
SUB0763,First763,Last763,user763@email.com,2024-02-19,Social Media,Canada,Female,25-34,Active
SUB0764,First764,Last764,user764@email.com,2024-03-26,Social Media,United Kingdom,Male,55+,Active
SUB0765,First765,Last765,user765@email.com,2023-09-12,Website Popup,United States,Female,25-34,Active
SUB0766,First766,Last766,user766@email.com,2024-02-09,Website Popup,Canada,Female,35-44,Active
SUB0767,First767,Last767,user767@email.com,2023-09-10,Website Popup,Canada,Male,35-44,Active
SUB0768,First768,Last768,user768@email.com,2024-01-21,Website Popup,United States,Female,55+,Active
SUB0769,First769,Last769,user769@email.com,2024-02-23,Checkout,United States,Male,25-34,Active
SUB0770,First770,Last770,user770@email.com,2024-06-03,Website Popup,Australia,Female,25-34,Bounced
SUB0771,First771,Last771,user771@email.com,2023-12-11,Checkout,United States,Female,18-24,Active
SUB0772,First772,Last772,user772@email.com,2023-07-29,Website Popup,Australia,Female,35-44,Unsubscribed
SUB0773,First773,Last773,user773@email.com,2023-11-30,Social Media,United States,Female,25-34,Active
SUB0774,First774,Last774,user774@email.com,2024-04-23,Checkout,United Kingdom,Female,35-44,Active
SUB0775,First775,Last775,user775@email.com,2023-11-30,Checkout,United States,Male,25-34,Active
SUB0776,First776,Last776,user776@email.com,2023-07-12,Website Popup,United States,Female,25-34,Active
SUB0777,First777,Last777,user777@email.com,2024-01-22,Website Popup,United Kingdom,Male,25-34,Bounced
SUB0778,First778,Last778,user778@email.com,2023-12-24,Website Popup,United Kingdom,Male,25-34,Active
SUB0779,First779,Last779,user779@email.com,2024-06-09,Social Media,United Kingdom,Male,55+,Active
SUB0780,First780,Last780,user780@email.com,2024-02-18,Checkout,Canada,Male,45-54,Active
SUB0781,First781,Last781,user781@email.com,2024-04-08,Website Popup,Australia,Female,45-54,Active
SUB0782,First782,Last782,user782@email.com,2023-11-16,Referral,United Kingdom,Female,35-44,Active
SUB0783,First783,Last783,user783@email.com,2024-01-13,Blog,United States,Female,55+,Active
SUB0784,First784,Last784,user784@email.com,2023-10-23,Social Media,United Kingdom,Male,35-44,Active
SUB0785,First785,Last785,user785@email.com,2024-05-27,Checkout,Canada,Female,55+,Active
SUB0786,First786,Last786,user786@email.com,2023-08-15,Referral,United Kingdom,Female,35-44,Active
SUB0787,First787,Last787,user787@email.com,2023-11-09,Checkout,United States,Female,25-34,Active
SUB0788,First788,Last788,user788@email.com,2024-05-10,Checkout,United Kingdom,Female,25-34,Active
SUB0789,First789,Last789,user789@email.com,2023-08-07,Social Media,United States,Female,35-44,Active
SUB0790,First790,Last790,user790@email.com,2024-02-29,Checkout,United States,Male,55+,Active
SUB0791,First791,Last791,user791@email.com,2023-10-23,Social Media,United States,Male,18-24,Active
SUB0792,First792,Last792,user792@email.com,2024-04-04,Website Popup,Canada,Female,35-44,Unsubscribed
SUB0793,First793,Last793,user793@email.com,2024-05-12,Website Popup,United Kingdom,Female,18-24,Active
SUB0794,First794,Last794,user794@email.com,2023-08-27,Referral,United Kingdom,Male,25-34,Active
SUB0795,First795,Last795,user795@email.com,2024-01-13,Social Media,United States,Male,35-44,Active
SUB0796,First796,Last796,user796@email.com,2024-04-09,Social Media,Canada,Male,35-44,Active
SUB0797,First797,Last797,user797@email.com,2023-07-10,Social Media,Canada,Female,35-44,Bounced
SUB0798,First798,Last798,user798@email.com,2023-11-29,Website Popup,United States,Female,25-34,Active
SUB0799,First799,Last799,user799@email.com,2023-12-09,Referral,United Kingdom,Male,18-24,Active
SUB0800,First800,Last800,user800@email.com,2023-11-07,Referral,United Kingdom,Male,25-34,Active
SUB0801,First801,Last801,user801@email.com,2023-12-27,Referral,Canada,Female,35-44,Active
SUB0802,First802,Last802,user802@email.com,2023-10-04,Website Popup,United States,Male,45-54,Active
SUB0803,First803,Last803,user803@email.com,2024-06-04,Website Popup,United States,Male,25-34,Active
SUB0804,First804,Last804,user804@email.com,2023-12-04,Website Popup,United States,Male,25-34,Active
SUB0805,First805,Last805,user805@email.com,2024-04-22,Checkout,United Kingdom,Female,25-34,Active
SUB0806,First806,Last806,user806@email.com,2024-01-26,Blog,United Kingdom,Female,25-34,Active
SUB0807,First807,Last807,user807@email.com,2024-02-05,Checkout,United States,Male,25-34,Active
SUB0808,First808,Last808,user808@email.com,2023-12-15,Checkout,United States,Female,25-34,Active
SUB0809,First809,Last809,user809@email.com,2024-04-23,Social Media,United Kingdom,Female,35-44,Active
SUB0810,First810,Last810,user810@email.com,2024-04-18,Website Popup,Australia,Male,25-34,Active
SUB0811,First811,Last811,user811@email.com,2024-03-10,Website Popup,United Kingdom,Female,45-54,Bounced
SUB0812,First812,Last812,user812@email.com,2023-08-27,Blog,Australia,Female,35-44,Active
SUB0813,First813,Last813,user813@email.com,2023-08-09,Social Media,United States,Male,25-34,Active
SUB0814,First814,Last814,user814@email.com,2023-12-16,Referral,Australia,Male,25-34,Active
SUB0815,First815,Last815,user815@email.com,2024-02-06,Checkout,United States,Male,25-34,Active
SUB0816,First816,Last816,user816@email.com,2023-07-04,Social Media,United Kingdom,Male,25-34,Active
SUB0817,First817,Last817,user817@email.com,2024-03-26,Blog,United Kingdom,Female,18-24,Active
SUB0818,First818,Last818,user818@email.com,2024-01-30,Checkout,United States,Male,25-34,Active
SUB0819,First819,Last819,user819@email.com,2023-09-04,Website Popup,United States,Female,25-34,Active
SUB0820,First820,Last820,user820@email.com,2024-03-23,Blog,Canada,Female,45-54,Active
SUB0821,First821,Last821,user821@email.com,2024-05-08,Blog,Australia,Female,25-34,Active
SUB0822,First822,Last822,user822@email.com,2023-09-15,Website Popup,Canada,Male,35-44,Active
SUB0823,First823,Last823,user823@email.com,2024-02-17,Checkout,United States,Female,25-34,Active
SUB0824,First824,Last824,user824@email.com,2023-08-17,Website Popup,United States,Female,25-34,Active
SUB0825,First825,Last825,user825@email.com,2023-10-19,Social Media,United Kingdom,Female,18-24,Active
SUB0826,First826,Last826,user826@email.com,2023-09-13,Website Popup,United States,Female,25-34,Active
SUB0827,First827,Last827,user827@email.com,2023-12-07,Checkout,United States,Male,18-24,Bounced
SUB0828,First828,Last828,user828@email.com,2024-04-30,Website Popup,United States,Female,35-44,Active
SUB0829,First829,Last829,user829@email.com,2024-05-19,Website Popup,United States,Male,25-34,Active
SUB0830,First830,Last830,user830@email.com,2024-05-29,Checkout,United States,Female,55+,Active
SUB0831,First831,Last831,user831@email.com,2024-01-29,Website Popup,United States,Male,18-24,Active
SUB0832,First832,Last832,user832@email.com,2023-12-23,Checkout,United States,Male,25-34,Active
SUB0833,First833,Last833,user833@email.com,2023-09-17,Social Media,United States,Male,25-34,Active
SUB0834,First834,Last834,user834@email.com,2024-03-28,Social Media,Canada,Male,25-34,Active
SUB0835,First835,Last835,user835@email.com,2023-09-05,Checkout,United States,Male,25-34,Active
SUB0836,First836,Last836,user836@email.com,2024-06-19,Checkout,United Kingdom,Female,35-44,Unsubscribed
SUB0837,First837,Last837,user837@email.com,2024-06-23,Website Popup,Canada,Male,45-54,Bounced
SUB0838,First838,Last838,user838@email.com,2024-06-17,Checkout,United States,Female,25-34,Active
SUB0839,First839,Last839,user839@email.com,2023-11-25,Website Popup,Canada,Male,35-44,Active
SUB0840,First840,Last840,user840@email.com,2023-10-04,Checkout,Canada,Female,55+,Active
SUB0841,First841,Last841,user841@email.com,2023-08-05,Checkout,United States,Female,25-34,Bounced
SUB0842,First842,Last842,user842@email.com,2023-10-05,Social Media,United States,Male,25-34,Active
SUB0843,First843,Last843,user843@email.com,2023-11-21,Referral,United States,Female,35-44,Active
SUB0844,First844,Last844,user844@email.com,2023-12-07,Website Popup,United States,Female,25-34,Active
SUB0845,First845,Last845,user845@email.com,2024-04-06,Social Media,United Kingdom,Male,25-34,Active
SUB0846,First846,Last846,user846@email.com,2023-12-21,Website Popup,United Kingdom,Male,25-34,Active
SUB0847,First847,Last847,user847@email.com,2024-06-05,Social Media,Canada,Male,45-54,Active
SUB0848,First848,Last848,user848@email.com,2024-06-21,Website Popup,United States,Female,35-44,Active
SUB0849,First849,Last849,user849@email.com,2024-04-24,Checkout,Australia,Male,25-34,Bounced
SUB0850,First850,Last850,user850@email.com,2023-09-19,Checkout,United Kingdom,Male,18-24,Active
SUB0851,First851,Last851,user851@email.com,2024-05-30,Referral,Australia,Male,25-34,Bounced
SUB0852,First852,Last852,user852@email.com,2024-06-02,Referral,United States,Female,35-44,Active
SUB0853,First853,Last853,user853@email.com,2023-11-04,Blog,Canada,Female,18-24,Unsubscribed
SUB0854,First854,Last854,user854@email.com,2023-10-23,Website Popup,United States,Male,55+,Active
SUB0855,First855,Last855,user855@email.com,2023-12-03,Website Popup,United States,Female,25-34,Unsubscribed
SUB0856,First856,Last856,user856@email.com,2024-03-15,Social Media,United States,Female,55+,Active
SUB0857,First857,Last857,user857@email.com,2024-04-21,Website Popup,United States,Female,25-34,Active
SUB0858,First858,Last858,user858@email.com,2024-03-13,Referral,Canada,Male,35-44,Active
SUB0859,First859,Last859,user859@email.com,2024-05-09,Social Media,United Kingdom,Male,25-34,Unsubscribed
SUB0860,First860,Last860,user860@email.com,2024-01-12,Website Popup,United States,Male,25-34,Active
SUB0861,First861,Last861,user861@email.com,2023-09-27,Social Media,United Kingdom,Female,18-24,Active
SUB0862,First862,Last862,user862@email.com,2024-02-29,Website Popup,Canada,Female,35-44,Active
SUB0863,First863,Last863,user863@email.com,2024-06-21,Website Popup,United States,Female,55+,Active
SUB0864,First864,Last864,user864@email.com,2023-08-03,Social Media,Australia,Female,45-54,Active
SUB0865,First865,Last865,user865@email.com,2023-08-22,Website Popup,United States,Female,18-24,Active
SUB0866,First866,Last866,user866@email.com,2023-10-15,Website Popup,United Kingdom,Female,18-24,Unsubscribed
SUB0867,First867,Last867,user867@email.com,2024-04-20,Website Popup,Australia,Female,35-44,Active
SUB0868,First868,Last868,user868@email.com,2023-11-06,Checkout,United States,Male,45-54,Active
SUB0869,First869,Last869,user869@email.com,2024-01-10,Website Popup,Australia,Male,25-34,Active
SUB0870,First870,Last870,user870@email.com,2023-12-17,Checkout,United States,Male,35-44,Active
SUB0871,First871,Last871,user871@email.com,2023-11-29,Website Popup,Canada,Female,35-44,Active
SUB0872,First872,Last872,user872@email.com,2023-10-30,Referral,United States,Male,55+,Active
SUB0873,First873,Last873,user873@email.com,2024-06-26,Checkout,United Kingdom,Female,18-24,Active
SUB0874,First874,Last874,user874@email.com,2024-03-04,Referral,Canada,Male,45-54,Active
SUB0875,First875,Last875,user875@email.com,2024-01-16,Website Popup,Canada,Male,55+,Active
SUB0876,First876,Last876,user876@email.com,2023-12-28,Checkout,United States,Male,35-44,Active
SUB0877,First877,Last877,user877@email.com,2023-07-19,Website Popup,United States,Female,18-24,Unsubscribed
SUB0878,First878,Last878,user878@email.com,2024-05-11,Social Media,United States,Female,35-44,Active
SUB0879,First879,Last879,user879@email.com,2024-01-23,Social Media,United States,Female,25-34,Active
SUB0880,First880,Last880,user880@email.com,2023-10-15,Website Popup,United States,Male,25-34,Bounced
SUB0881,First881,Last881,user881@email.com,2024-03-23,Checkout,United States,Female,35-44,Active
SUB0882,First882,Last882,user882@email.com,2023-12-26,Checkout,United States,Female,35-44,Active
SUB0883,First883,Last883,user883@email.com,2024-03-28,Website Popup,United Kingdom,Female,45-54,Active
SUB0884,First884,Last884,user884@email.com,2024-04-04,Social Media,United States,Male,25-34,Active
SUB0885,First885,Last885,user885@email.com,2024-04-03,Website Popup,United Kingdom,Female,35-44,Active
SUB0886,First886,Last886,user886@email.com,2023-10-03,Checkout,United States,Male,35-44,Active
SUB0887,First887,Last887,user887@email.com,2023-09-11,Checkout,United States,Male,18-24,Active
SUB0888,First888,Last888,user888@email.com,2024-04-14,Social Media,United States,Male,25-34,Active
SUB0889,First889,Last889,user889@email.com,2024-05-21,Website Popup,United Kingdom,Female,35-44,Active
